runtime,score
0.0,591.6678550881052
0.04388260841369629,599.8350161795648
0.0468747615814209,422.0022146786906
0.049866437911987305,386.0136923684333
0.043882131576538086,350.28442678074356
0.04687380790710449,413.7075986618653
0.04488015174865723,350.10054774416756
0.04587745666503906,354.5670281564489
0.04784822463989258,350.50564198949326
0.0468747615814209,351.744800504686
0.04587745666503906,349.7470240002966
0.04488086700439453,350.99896915284734
0.049864768981933594,420.23191952285106
0.047872066497802734,353.03285131564655
0.04587745666503906,351.6930080932042
0.04889225959777832,352.0393269529151
0.04487967491149902,410.18382545697386
0.04687356948852539,487.86585347621354
0.04787278175354004,425.01000935230843
0.044879913330078125,532.7544159929092
0.048868656158447266,544.3874620925366
0.047872304916381836,458.1943343355727
0.04886984825134277,534.6148676852484
0.05086350440979004,550.4094108958091
0.04787254333496094,626.9267062914148
0.047872066497802734,672.7591898791776
0.04888153076171875,661.031804788705
0.04984116554260254,643.4308627684783
0.04587745666503906,651.4549690725537
0.048868656158447266,631.8180095392769
0.04889559745788574,738.047757406104
0.049866437911987305,751.7643037641051
0.04787158966064453,703.1040609504277
0.04789853096008301,678.6376164079261
0.050893306732177734,728.0617313443692
0.04787135124206543,672.2025096807191
0.044925689697265625,678.7115455941764
0.043898582458496094,693.4137338835639
0.045877695083618164,697.4202159942017
0.05189943313598633,811.4220262687841
0.045877695083618164,792.7768384855992
0.0468745231628418,895.4148629061007
0.04587697982788086,835.5772941743826
0.045877933502197266,826.5980808514722
0.046875,826.7811789228949
0.047872066497802734,715.9047958345985
0.0498661994934082,718.3149090333762
0.04884457588195801,861.8768959548667
0.044879913330078125,762.1832302827587
0.045877695083618164,721.0645149748418
0.04986572265625,861.3846148977497
0.04687380790710449,752.1341296828147
0.04889535903930664,760.7365684513794
0.04587721824645996,790.2129999532938
0.047872066497802734,789.3406644870828
0.04587745666503906,756.6297594808981
0.04886913299560547,794.7532836479407
0.044879913330078125,721.762910237111
0.047872066497802734,836.075202583878
0.04787182807922363,862.7766387921613
0.04886889457702637,790.1259937514853
0.04488039016723633,794.5846888962398
0.046874284744262695,785.4730276098063
0.04983949661254883,867.8329525732978
0.046875715255737305,822.2072077447584
0.04986763000488281,1009.9368601419852
0.04887080192565918,789.6443572276456
0.04647016525268555,937.1975027810174
0.047875165939331055,979.6812408243994
0.04587817192077637,871.6504449868428
0.04587697982788086,1052.5752062725494
0.045899391174316406,860.3660260935721
0.047872066497802734,1048.2215503862199
0.04687643051147461,1007.182900927902
0.04787111282348633,903.4159575564922
0.047872066497802734,870.7050608585419
0.0468745231628418,935.7817373456794
0.0468747615814209,1094.3967722845998
0.04485440254211426,903.8060900928969
0.04886794090270996,835.3278024210408
0.05086326599121094,936.2655080957586
0.050864219665527344,762.7815529100931
0.04590296745300293,940.765532865898
0.0468747615814209,900.733434655491
0.0468745231628418,764.6064072512676
0.048870086669921875,863.0187622728309
0.045903682708740234,984.4547451359289
0.0488739013671875,905.4903233121869
0.047872066497802734,969.0896122618827
0.0498659610748291,860.3096980878761
0.04887080192565918,832.6879262927796
0.04787039756774902,976.484980919369
