runtime,score
0.002977609634399414,618.302095973847
0.04787254333496094,572.6999691415612
0.049866437911987305,358.3981164526438
0.04986715316772461,301.6168310293246
0.04886889457702637,293.18392756448435
0.0468752384185791,347.67492898469635
0.047872066497802734,277.1488976967812
0.0498659610748291,365.6071917023439
0.04986691474914551,320.1634907361796
0.046874284744262695,357.9032239600402
0.04587745666503906,349.0272519574158
0.046875715255737305,433.59037024158255
0.04687356948852539,636.3305661637219
0.04986739158630371,560.6892054149954
0.05285811424255371,401.647969935641
0.04587697982788086,375.88624801904473
0.05086398124694824,354.2065322123714
0.049866437911987305,319.608280737813
0.04787278175354004,339.5353947793287
0.05285930633544922,311.58102784840685
0.04986763000488281,301.86486376844147
0.04886984825134277,320.4677207682787
0.04587745666503906,330.3622717651185
0.04587697982788086,346.23755963986787
0.0468747615814209,349.2613166823138
0.05186176300048828,377.73965416345595
0.04886937141418457,386.4611299515175
0.052858591079711914,507.5967500680607
0.0498661994934082,722.1859675683986
0.04986739158630371,674.4398986882408
0.049866676330566406,712.6727259213562
0.049866676330566406,803.7698254733297
0.050863027572631836,731.5569157117251
0.04787254333496094,770.080650132406
0.04787182807922363,844.5458835852091
0.05086374282836914,818.0118852192893
0.04787182807922363,788.5700790073978
0.049866676330566406,789.1124120930135
0.04886960983276367,825.3105268816352
0.04986715316772461,826.6608801131509
0.04886960983276367,881.1044764120016
0.048870086669921875,862.2956047481745
0.048870086669921875,908.3751025043223
0.0498661994934082,750.3729875257071
0.04787087440490723,879.786701787682
0.05186152458190918,824.6094853463158
0.04888129234313965,787.2059870617855
0.05086326599121094,938.1137440164215
0.05385565757751465,966.4324553009918
0.048868417739868164,796.2461889438399
0.04886889457702637,890.9748425961579
0.04986691474914551,826.4329759329255
0.052858829498291016,928.2144444121474
0.04886937141418457,834.9864064922166
0.049866676330566406,797.8340128567563
0.05086398124694824,806.647432213576
0.047872066497802734,787.7658097299902
0.052857160568237305,844.2398697611148
0.05186200141906738,882.2581681278928
0.054853200912475586,795.6127852897713
0.047872066497802734,870.8487043764594
0.04886937141418457,881.9368206942166
0.04886937141418457,872.846797992895
0.05485343933105469,967.6105465253611
0.05485224723815918,919.127813226219
0.048868656158447266,984.3538061437848
0.054837703704833984,1070.7345600710419
0.050864458084106445,1023.6038294875117
0.0498652458190918,1069.8895836274837
0.05088925361633301,1199.939198357668
0.052858591079711914,995.2285428553707
0.052858591079711914,1230.784750559124
0.05186128616333008,1053.038038491126
0.04886937141418457,1033.2212022243702
0.048867225646972656,864.9718425797839
0.05285954475402832,946.6791804428863
0.05186128616333008,853.0684102599596
0.04886889457702637,892.1489295474711
0.05086350440979004,946.16410952122
0.047872066497802734,1032.470689308657
0.04886937141418457,949.3376632148359
0.049866437911987305,964.6296247805169
0.05086374282836914,901.227032755103
0.04887032508850098,843.6404074133395
