0,1,2,3,,,,,,,,,
-0.415604407,-0.003743323,-0.05864304,-0.021542372,,-0.415604407,-0.003743323,,,,,,
-0.417522909,-0.005621974,-0.037329618,-0.072023349,,-0.417522909,-0.005621974,,,,,,
-0.419616089,-0.007095715,-0.067178286,-0.003001282,,-0.419616089,-0.007095715,,,,,,
-0.42235097,-0.007200628,-0.069561018,-0.002279905,,-0.42235097,-0.007200628,,,,,,
-0.425976962,-0.005414852,-0.111614117,0.090545795,,-0.425976962,-0.005414852,,,,,,
-0.429247974,-0.004751621,-0.052201152,-0.05507322,,-0.429247974,-0.004751621,,,,,,
-0.431972355,-0.005463661,-0.083875534,0.018227076,,-0.431972355,-0.005463661,,,,,,
-0.435098948,-0.005358361,-0.072508498,-0.012483525,,-0.435098948,-0.005358361,,,,,,
-0.438587845,-0.004533772,-0.101839622,0.052903231,,-0.438587845,-0.004533772,,,,,,
-0.442060176,-0.003933554,-0.071917656,-0.021655907,,-0.442060176,-0.003933554,,,,,,
-0.446089274,-0.002119165,-0.129345723,0.110768074,,-0.446089274,-0.002119165,,,,,,
-0.450801183,0.001106905,-0.106418432,0.052076623,,-0.450801183,0.001106905,,,,,,
-0.454809732,0.002605848,-0.094090233,0.023606305,,-0.454809732,0.002605848,,,,,,
-0.459552495,0.00589844,-0.142916312,0.139963267,,-0.459552495,0.00589844,,,,,,
-0.464430753,0.009527694,-0.101240942,0.043691098,,-0.464430753,0.009527694,,,,,,
-0.468876375,0.012363887,-0.121008201,0.097897717,,-0.468876375,0.012363887,,,,,,
-0.471942918,0.012281491,-0.03266104,-0.099082069,,-0.471942918,0.012281491,,,,,,
-0.475095768,0.013002387,-0.124600546,0.131830796,,-0.475095768,0.013002387,,,,,,
-0.477634595,0.012681264,-0.002814009,-0.143824747,,-0.477634595,0.012681264,,,,,,
-0.4800135,0.012649689,-0.115646893,0.138034657,,-0.4800135,0.012649689,,,,,,
-0.48269631,0.013740167,-0.018897019,-0.080017326,,-0.48269631,0.013740167,,,,,,
-0.483652504,0.011374442,-0.028796878,-0.039354313,,-0.483652504,0.011374442,,,,,,
-0.484409785,0.009156139,-0.009079545,-0.071529325,,-0.484409785,0.009156139,,,,,,
-0.485288517,0.007775484,-0.034705331,0.001132841,,-0.485288517,0.007775484,,,,,,
-0.486574674,0.007754144,-0.029610028,-0.002149716,,-0.486574674,0.007754144,,,,,,
-0.487137567,0.006387484,0.001382204,-0.065512329,,-0.487137567,0.006387484,,,,,,
-0.48653216,0.002693676,0.028870739,-0.119132636,,-0.48653216,0.002693676,,,,,,
-0.487440418,0.002964937,-0.073861327,0.129044052,,-0.487440418,0.002964937,,,,,,
-0.48706239,0.000271193,0.092148261,-0.258491452,,-0.48706239,0.000271193,,,,,,
-0.485506943,-0.004774997,-0.013821955,0.001261191,,-0.485506943,-0.004774997,,,,,,
-0.48623975,-0.004361438,-0.022795222,0.019231455,,-0.48623975,-0.004361438,,,,,,
-0.486627817,-0.004888639,0.003292941,-0.044745182,,-0.486627817,-0.004888639,,,,,,
-0.485620058,-0.008744124,0.046998797,-0.147290744,,-0.485620058,-0.008744124,,,,,,
-0.484091656,-0.013790572,0.029598714,-0.106682058,,-0.484091656,-0.013790572,,,,,,
-0.48435267,-0.014785709,-0.042347235,0.054306205,,-0.48435267,-0.014785709,,,,,,
-0.4857062,-0.013707994,-0.025441374,0.000596353,,-0.4857062,-0.013707994,,,,,,
-0.487248976,-0.012675909,-0.051629916,0.050468178,,-0.487248976,-0.012675909,,,,,,
-0.488302386,-0.013282024,-0.001249116,-0.078969871,,-0.488302386,-0.013282024,,,,,,
-0.489163156,-0.014673526,-0.041607394,0.007803962,,-0.489163156,-0.014673526,,,,,,
-0.490761554,-0.014762948,-0.038341697,-0.012004865,,-0.490761554,-0.014762948,,,,,,
-0.491892225,-0.016415703,-0.018254739,-0.070111562,,-0.491892225,-0.016415703,,,,,,
-0.49371611,-0.016856965,-0.072725616,0.04621015,,-0.49371611,-0.016856965,,,,,,
-0.497397368,-0.013526324,-0.111276072,0.119898516,,-0.497397368,-0.013526324,,,,,,
-0.500750326,-0.011644546,-0.056655536,-0.023289794,,-0.500750326,-0.011644546,,,,,,
-0.503913452,-0.010634312,-0.1013538,0.072571095,,-0.503913452,-0.010634312,,,,,,
-0.507672044,-0.008663559,-0.086693396,0.02704726,,-0.507672044,-0.008663559,,,,,,
-0.510478482,-0.009287535,-0.053759356,-0.057120204,,-0.510478482,-0.009287535,,,,,,
-0.51417733,-0.008025743,-0.130905221,0.117850236,,-0.51417733,-0.008025743,,,,,,
-0.518304277,-0.00614895,-0.075720586,-0.021544726,,-0.518304277,-0.00614895,,,,,,
-0.52303939,-0.003073231,-0.160761983,0.173052911,,-0.52303939,-0.003073231,,,,,,
-0.527720053,-0.000454943,-0.073691101,-0.038438888,,-0.527720053,-0.000454943,,,,,,
-0.532261689,0.001804025,-0.153113947,0.149049961,,-0.532261689,0.001804025,,,,,,
-0.537061156,0.004571748,-0.08718929,-0.007747442,,-0.537061156,0.004571748,,,,,,
-0.540862175,0.00511892,-0.102801418,0.034589339,,-0.540862175,0.00511892,,,,,,
-0.545920166,0.008807865,-0.149978829,0.148910789,,-0.545920166,0.008807865,,,,,,
-0.550987599,0.012620717,-0.103656562,0.044091308,,-0.550987599,0.012620717,,,,,,
-0.554868826,0.013980765,-0.090470561,0.024492395,,-0.554868826,0.013980765,,,,,,
-0.558191569,0.01452933,-0.075718336,0.003373521,,-0.558191569,0.01452933,,,,,,
-0.560495886,0.013261527,-0.039594687,-0.065979207,,-0.560495886,0.013261527,,,,,,
-0.563087213,0.01332517,-0.089746438,0.067192461,,-0.563087213,0.01332517,,,,,,
-0.566289437,0.015311226,-0.070468958,0.033038712,,-0.566289437,0.015311226,,,,,,
-0.568390373,0.015229337,-0.034699738,-0.036106772,,-0.568390373,0.015229337,,,,,,
-0.568621221,0.011422124,0.023030815,-0.15327899,,-0.568621221,0.011422124,,,,,,
-0.568881436,0.008457382,-0.035714706,0.002118327,,-0.568881436,0.008457382,,,,,,
-0.570034141,0.008079737,-0.021954596,-0.020730962,,-0.570034141,0.008079737,,,,,,
-0.570725145,0.007012524,-0.012596314,-0.032665404,,-0.570725145,0.007012524,,,,,,
-0.570281619,0.003679532,0.034666618,-0.133163871,,-0.570281619,0.003679532,,,,,,
-0.569821936,0.000760282,-0.011418971,-0.015159877,,-0.569821936,0.000760282,,,,,,
-0.570124383,-0.000147422,-0.003710959,-0.030186172,,-0.570124383,-0.000147422,,,,,,
-0.569458053,-0.003204818,0.036932322,-0.121940477,,-0.569458053,-0.003204818,,,,,,
-0.569174782,-0.005187605,-0.022481119,0.020266061,,-0.569174782,-0.005187605,,,,,,
-0.56975543,-0.005209031,-0.006620849,-0.020730945,,-0.56975543,-0.005209031,,,,,,
-0.569597262,-0.007073125,0.014480215,-0.072091583,,-0.569597262,-0.007073125,,,,,,
-0.569882406,-0.00795685,-0.028547605,0.026250065,,-0.569882406,-0.00795685,,,,,,
-0.570566601,-0.008121917,-0.005760717,-0.033645637,,-0.570566601,-0.008121917,,,,,,
-0.570480019,-0.010294514,0.010065483,-0.074819378,,-0.570480019,-0.010294514,,,,,,
-0.570686564,-0.011941696,-0.020242163,-0.008869959,,-0.570686564,-0.011941696,,,,,,
-0.571669343,-0.012070763,-0.028872437,0.002218365,,-0.571669343,-0.012070763,,,,,,
-0.574451945,-0.008362149,-0.11002354,0.181295044,,-0.574451945,-0.008362149,,,,,,
-0.576332054,-0.007326294,0.015469298,-0.124719236,,-0.576332054,-0.007326294,,,,,,
-0.577928553,-0.007100503,-0.09485349,0.13221143,,-0.577928553,-0.007100503,,,,,,
-0.580015949,-0.006046912,-0.00989719,-0.076203035,,-0.580015949,-0.006046912,,,,,,
-0.581755788,-0.005948311,-0.076827732,0.078833313,,-0.581755788,-0.005948311,,,,,,
-0.583426615,-0.00624036,-0.007000068,-0.090960119,,-0.583426615,-0.00624036,,,,,,
-0.585179193,-0.006419051,-0.080329386,0.079438875,,-0.585179193,-0.006419051,,,,,,
-0.58846076,-0.00325045,-0.083813657,0.079637674,,-0.58846076,-0.00325045,,,,,,
-0.591397377,-0.001150585,-0.063152345,0.026579994,,-0.591397377,-0.001150585,,,,,,
-0.594686792,0.001683164,-0.101225897,0.114378375,,-0.594686792,0.001683164,,,,,,
-0.59733532,0.002920798,-0.031511013,-0.049785638,,-0.59733532,0.002920798,,,,,,
-0.598878689,0.001727879,-0.045566035,-0.010687595,,-0.598878689,0.001727879,,,,,,
-0.601200727,0.002543861,-0.070447556,0.050738317,,-0.601200727,0.002543861,,,,,,
-0.60391005,0.00434417,-0.065076101,0.03981346,,-0.60391005,0.00434417,,,,,,
-0.606545938,0.006083183,-0.066742965,0.047385351,,-0.606545938,0.006083183,,,,,,
-0.608087023,0.005428036,-0.010516848,-0.078393136,,-0.608087023,0.005428036,,,,,,
-0.609352526,0.004482857,-0.05255412,0.029333652,,-0.609352526,0.004482857,,,,,,
-0.60971227,0.001656715,0.034283092,-0.168266206,,-0.60971227,0.001656715,,,,,,
-0.609655139,-0.001760444,-0.03107506,-0.005722632,,-0.609655139,-0.001760444,,,,,,
-0.611356302,-0.000911728,-0.053908713,0.047536931,,-0.611356302,-0.000911728,,,,,,
-0.612598305,-0.001187598,-0.008371401,-0.059782548,,-0.612598305,-0.001187598,,,,,,
-0.613899822,-0.001243677,-0.056504526,0.055247827,,-0.613899822,-0.001243677,,,,,,
-0.615540559,-0.000534215,-0.025674776,-0.018525621,,-0.615540559,-0.000534215,,,,,,
-0.617302002,0.000485454,-0.062268645,0.068419857,,-0.617302002,0.000485454,,,,,,
-0.619107333,0.001585467,-0.028160431,-0.011989482,,-0.619107333,0.001585467,,,,,,
-0.620836713,0.002590744,-0.058203513,0.061365512,,-0.620836713,0.002590744,,,,,,
-0.622583302,0.003697915,-0.029264472,-0.004787582,,-0.622583302,0.003697915,,,,,,
-0.62350278,0.003021673,-0.016738118,-0.028801715,,-0.62350278,0.003021673,,,,,,
-0.623417889,0.000217918,0.020898519,-0.110735899,,-0.623417889,0.000217918,,,,,,
-0.62380046,-0.001207901,-0.039742473,0.036944989,,-0.62380046,-0.001207901,,,,,,
-0.625681035,0.000921798,-0.054274578,0.069492034,,-0.625681035,0.000921798,,,,,,
-0.627279056,0.002335089,-0.025772498,0.00246697,,-0.627279056,0.002335089,,,,,,
-0.628066587,0.001934612,-0.013639336,-0.022202194,,-0.628066587,0.001934612,,,,,,
-0.628420261,0.000685997,-0.004050292,-0.040214279,,-0.628420261,0.000685997,,,,,,
-0.630024099,0.002540232,-0.075885215,0.130752966,,-0.630024099,0.002540232,,,,,,
-0.630553241,0.001841039,0.048936555,-0.161485912,,-0.630553241,0.001841039,,,,,,
-0.631101934,0.00148421,-0.075845018,0.139080151,,-0.631101934,0.00148421,,,,,,
-0.631848193,0.001602549,0.038065137,-0.129127684,,-0.631848193,0.001602549,,,,,,
-0.631726043,-8.83E-05,-0.03162788,0.041687826,,-0.631726043,-8.83E-05,,,,,,
-0.631894509,-0.00100406,0.023003021,-0.085760259,,-0.631894509,-0.00100406,,,,,,
-0.631248363,-0.003692056,0.009422521,-0.049731036,,-0.631248363,-0.003692056,,,,,,
-0.63165051,-0.003842052,-0.029369641,0.040845183,,-0.63165051,-0.003842052,,,,,,
-0.631046258,-0.006458513,0.05927432,-0.169069406,,-0.631046258,-0.006458513,,,,,,
-0.630564097,-0.008709963,-0.034734418,0.052714225,,-0.630564097,-0.008709963,,,,,,
-0.631300101,-0.008315983,-0.002218163,-0.03167678,,-0.631300101,-0.008315983,,,,,,
-0.631676637,-0.008998387,-0.016543224,-0.003016188,,-0.631676637,-0.008998387,,,,,,
-0.632476542,-0.008927008,-0.023435363,0.006454021,,-0.632476542,-0.008927008,,,,,,
-0.634261391,-0.006823534,-0.065691483,0.097783736,,-0.634261391,-0.006823534,,,,,,
-0.636039962,-0.005097068,-0.023457309,-0.009504568,,-0.636039962,-0.005097068,,,,,,
-0.638204873,-0.002656634,-0.084597352,0.129942407,,-0.638204873,-0.002656634,,,,,,
-0.640084397,-0.00113564,-0.009722956,-0.05087719,,-0.640084397,-0.00113564,,,,,,
-0.641800913,1.94E-06,-0.075856137,0.105650865,,-0.641800913,1.94E-06,,,,,,
-0.643226127,0.000379969,0.004259572,-0.083838165,,-0.643226127,0.000379969,,,,,,
-0.644488661,0.000507679,-0.067092908,0.087687074,,-0.644488661,0.000507679,,,,,,
-0.645839212,0.000841299,-0.00071234,-0.06859986,,-0.645839212,0.000841299,,,,,,
-0.646318919,-0.000728762,-0.023141387,-0.011084611,,-0.646318919,-0.000728762,,,,,,
-0.64882303,0.002554772,-0.101814271,0.173182604,,-0.64882303,0.002554772,,,,,,
-0.650611727,0.004030407,0.011883663,-0.095083763,,-0.650611727,0.004030407,,,,,,
-0.650946868,0.002328652,-0.028428268,0.008106776,,-0.650946868,0.002328652,,,,,,
-0.652496653,0.003684863,-0.049001878,0.059221043,,-0.652496653,0.003684863,,,,,,
-0.653463062,0.003763036,0.000483449,-0.053606608,,-0.653463062,0.003763036,,,,,,
-0.654019591,0.003123032,-0.028169955,0.02037205,,-0.654019591,0.003123032,,,,,,
-0.654298741,0.002019021,0.014070569,-0.074380839,,-0.654298741,0.002019021,,,,,,
-0.654583265,0.00117345,-0.028098957,0.030364657,,-0.654583265,0.00117345,,,,,,
-0.654238304,-0.001032621,0.045100361,-0.1385952,,-0.654238304,-0.001032621,,,,,,
-0.65439789,-0.001821403,-0.052658632,0.095494766,,-0.65439789,-0.001821403,,,,,,
-0.656093558,0.000935001,-0.032271937,0.04366752,,-0.656093558,0.000935001,,,,,,
-0.656795054,0.001303678,-0.002928426,-0.024142577,,-0.656795054,0.001303678,,,,,,
-0.656800069,0.000154758,0.002684956,-0.033399833,,-0.656800069,0.000154758,,,,,,
-0.657701083,0.001249318,-0.047551509,0.086560844,,-0.657701083,0.001249318,,,,,,
-0.658043774,0.001022708,0.030106716,-0.095219022,,-0.658043774,0.001022708,,,,,,
-0.658140887,0.000410539,-0.034678231,0.062133972,,-0.658140887,0.000410539,,,,,,
-0.658570206,0.000625999,0.013014069,-0.049644493,,-0.658570206,0.000625999,,,,,,
